instance_id,message_family_id,variant,romanized_message,source_register,domain,intent,speaker_role,recipient_role,authority_relation,relative_age,familiarity,setting,changed_cue_from_A,comparison_ids,primary_register,secondary_register,acceptable_registers,answerability,gold_confidence,reason_codes,english_token_ratio,code_mix_level,spelling_noise_level,authoring_source,human_revision_status,split,dataset_version
F020-B,F020,B,Research topic ta niye ektu alochona kora jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT_RESEARCHER,ACADEMIC_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F020-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F020-C,F020,C,Research topic ta niye ektu alochona kora jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT_RESEARCHER,ACADEMIC_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F020-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.125,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F021-A,F021,A,Course registration er bishoyta ektu bujhiye deya jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F021-B|F021-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F021-B,F021,B,Course registration er bishoyta ektu bujhiye deya jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F021-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F021-C,F021,C,Course registration er bishoyta ektu bujhiye deya jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F021-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F022-A,F022,A,Quiz er syllabus ta abar bole deya jabe?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,COURSE_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F022-B|F022-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F022-B,F022,B,Quiz er syllabus ta abar bole deya jabe?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,COURSE_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F022-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F022-C,F022,C,Quiz er syllabus ta abar bole deya jabe?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,COURSE_CONTACT,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F022-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.25,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F023-A,F023,A,Seminar er jogdaner thikana ta pathano jabe?,UNCLEAR,ACADEMIC,REQUEST,UNIVERSITY_MEMBER,SEMINAR_CONTACT,EQUAL,OLDER,MEDIUM,SEMI_FORMAL,NONE,F023-B|F023-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F023-B,F023,B,Seminar er jogdaner thikana ta pathano jabe?,UNCLEAR,ACADEMIC,REQUEST,UNIVERSITY_MEMBER,SEMINAR_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AGE,F023-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F023-C,F023,C,Seminar er jogdaner thikana ta pathano jabe?,UNCLEAR,ACADEMIC,REQUEST,UNIVERSITY_MEMBER,SEMINAR_CONTACT,EQUAL,OLDER,MEDIUM,INFORMAL,SETTING,F023-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F024-A,F024,A,Library boi ta kobe ferot dite hobe?,UNCLEAR,ACADEMIC,QUESTION,LIBRARY_USER,LIBRARY_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F024-B|F024-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F024-B,F024,B,Library boi ta kobe ferot dite hobe?,UNCLEAR,ACADEMIC,QUESTION,LIBRARY_USER,LIBRARY_CONTACT,HIGHER,SIMILAR,HIGH,INFORMAL,AUTHORITY,F024-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F024-C,F024,C,Library boi ta kobe ferot dite hobe?,UNCLEAR,ACADEMIC,QUESTION,LIBRARY_USER,LIBRARY_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F024-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.143,LIGHT,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F025-A,F025,A,Prostab ta ajke dekha jabe?,UNCLEAR,ACADEMIC,REQUEST,PROJECT_MEMBER,PROJECT_CONTACT,LOWER,YOUNGER,HIGH,INFORMAL,NONE,F025-B|F025-C,TUI,TUMI,TUI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F025-B,F025,B,Prostab ta ajke dekha jabe?,UNCLEAR,ACADEMIC,REQUEST,PROJECT_MEMBER,PROJECT_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,AUTHORITY,F025-A,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F025-C,F025,C,Prostab ta ajke dekha jabe?,UNCLEAR,ACADEMIC,REQUEST,PROJECT_MEMBER,PROJECT_CONTACT,LOWER,YOUNGER,LOW,INFORMAL,FAMILIARITY,F025-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|AGE|FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F026-A,F026,A,Exam er kakkho ta jana ache?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F026-B|F026-C,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F026-B,F026,B,Exam er kakkho ta jana ache?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,ACADEMIC_CONTACT,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F026-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F026-C,F026,C,Exam er kakkho ta jana ache?,UNCLEAR,ACADEMIC,QUESTION,STUDENT,ACADEMIC_CONTACT,EQUAL,SIMILAR,MEDIUM,FORMAL,SETTING,F026-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.167,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F027-A,F027,A,Attendance record ta ekbar check kora jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,COURSE_CONTACT,EQUAL,YOUNGER,HIGH,INFORMAL,NONE,F027-B|F027-C,TUMI,TUI,TUMI|TUI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F027-B,F027,B,Attendance record ta ekbar check kora jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,COURSE_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F027-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F027-C,F027,C,Attendance record ta ekbar check kora jabe?,UNCLEAR,ACADEMIC,REQUEST,STUDENT,COURSE_CONTACT,EQUAL,YOUNGER,LOW,INFORMAL,FAMILIARITY,F027-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F028-A,F028,A,Thesis meeting ta onno dine neya jabe?,UNCLEAR,ACADEMIC,REQUEST,THESIS_STUDENT,THESIS_CONTACT,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F028-B|F028-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F028-B,F028,B,Thesis meeting ta onno dine neya jabe?,UNCLEAR,ACADEMIC,REQUEST,THESIS_STUDENT,THESIS_CONTACT,EQUAL,OLDER,HIGH,INFORMAL,AGE,F028-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,AGE|FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F028-C,F028,C,Thesis meeting ta onno dine neya jabe?,UNCLEAR,ACADEMIC,REQUEST,THESIS_STUDENT,THESIS_CONTACT,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F028-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.286,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F029-A,F029,A,Motamoter bishoygulo ektu bojhano jabe?,UNCLEAR,ACADEMIC,FOLLOW_UP,STUDENT,ACADEMIC_REVIEWER,EQUAL,SIMILAR,HIGH,INFORMAL,NONE,F029-B|F029-C,TUMI,,TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F029-B,F029,B,Motamoter bishoygulo ektu bojhano jabe?,UNCLEAR,ACADEMIC,FOLLOW_UP,STUDENT,ACADEMIC_REVIEWER,EQUAL,SIMILAR,LOW,INFORMAL,FAMILIARITY,F029-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F029-C,F029,C,Motamoter bishoygulo ektu bojhano jabe?,UNCLEAR,ACADEMIC,FOLLOW_UP,STUDENT,ACADEMIC_REVIEWER,EQUAL,SIMILAR,HIGH,FORMAL,SETTING,F029-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0,NONE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F030-A,F030,A,Group assignment er kaj ta vag kore neya jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDENT_GROUP_MEMBER,STUDENT_GROUP_MEMBER,HIGHER,SIMILAR,MEDIUM,SEMI_FORMAL,NONE,F030-B|F030-C,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|SETTING,0.222,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F030-B,F030,B,Group assignment er kaj ta vag kore neya jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDENT_GROUP_MEMBER,STUDENT_GROUP_MEMBER,EQUAL,SIMILAR,MEDIUM,SEMI_FORMAL,AUTHORITY,F030-A,TUMI,APNI,TUMI|APNI,ANSWERABLE,HIGH,FAMILIARITY|SETTING,0.222,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
F030-C,F030,C,Group assignment er kaj ta vag kore neya jabe?,UNCLEAR,ACADEMIC,SUGGESTION,STUDENT_GROUP_MEMBER,STUDENT_GROUP_MEMBER,HIGHER,SIMILAR,HIGH,SEMI_FORMAL,FAMILIARITY,F030-A,APNI,TUMI,APNI|TUMI,ANSWERABLE,HIGH,AUTHORITY|FAMILIARITY|SETTING,0.222,MODERATE,NONE,AI_CANDIDATE_REVISED,REVIEWED,DEVELOPMENT,SOCIALCUE-BN-GOLD-V1.0
